상태,이름,동의어,,,,,,,,
국가,이탈리아,이태리,,,,,,,,
국가,미국,USA,United State of America,,,,,,,
국가,중국,,,,,,,,,
국가,일본,,,,,,,,,
국가,한국,대한민국,우리나라,Korea,korea,republic of korea,south korea,문재인,,
y축,확진,확진자,누적 확진,,,,,,,
y축,사망,사망자,누적 사망,,,,,,,
국가,러시아,,,,,,,,,
국가,프랑스,,,,,,,,,
국가,브라질,,,,,,,,,
국가,영국,,,,,,,,,
y축,백신,접종,접종률,,,,,,,
이름,박원순,원순,민주당,더민,더불어민주당,,,,,
이름,오세훈,세훈,새누리당,한나라당,자유한국당,한국당,국민의힘,국힘,서울시장,서울 시장
국가,홍콩,,,,,,,,,
국가,대만,,,,,,,,,
국가,마카오,,,,,,,,,
국가,싱가포르,,,,,,,,,
국가,태국,,,,,,,,,
국가,말레이시아,,,,,,,,,
국가,베트남,,,,,,,,,
국가,인도,,,,,,,,,
국가,필리핀,,,,,,,,,
국가,캄보디아,,,,,,,,,
국가,네팔,,,,,,,,,
국가,스리랑카,,,,,,,,,
국가,파키스탄,,,,,,,,,
국가,인도네시아,,,,,,,,,
국가,부탄,,,,,,,,,
국가,몰디브,,,,,,,,,
국가,방글라데시,,,,,,,,,
국가,브루나이,,,,,,,,,
국가,몽골,,,,,,,,,
국가,카자흐스탄,,,,,,,,,
국가,우즈베키스탄,우즈벡,,,,,,,,
국가,키르기스스탄,,,,,,,,,
국가,동티모르,,,,,,,,,
국가,미얀마,,,,,,,,,
국가,라오스,,,,,,,,,
국가,타지키스탄,,,,,,,,,
국가,이란,,,,,,,,,
국가,바레인,,,,,,,,,
국가,이집트,,,,,,,,,
국가,이라크,,,,,,,,,
국가,요르단,,,,,,,,,
국가,쿠웨이트,,,,,,,,,
국가,레바논,,,,,,,,,
국가,리비아,,,,,,,,,
국가,모로코,,,,,,,,,
국가,오만,,,,,,,,,
국가,카타르,,,,,,,,,
국가,사우디아라비아,사우디,,,,,,,,
국가,시리아,,,,,,,,,
국가,튀니지,,,,,,,,,
국가,이스라엘,,,,,,,,,
국가,아랍에미리트,,,,,,,,,
국가,알제리,,,,,,,,,
국가,예멘,,,,,,,,,
국가,캐나다,,,,,,,,,
국가,멕시코,,,,,,,,,
국가,파나마,,,,,,,,,
국가,온두라스,,,,,,,,,
국가,과테말라,,,,,,,,,
국가,코스타리카,,,,,,,,,
국가,엘살바도르,,,,,,,,,
국가,벨리즈,,,,,,,,,
국가,니카라구아,,,,,,,,,
국가,도미니카공화국,도미니카,,,,,,,,
국가,쿠바,,,,,,,,,
국가,자메이카,,,,,,,,,
국가,트리나다드토바고,,,,,,,,,
국가,아이티,,,,,,,,,
국가,바하마,,,,,,,,,
국가,바베이도스,,,,,,,,,
국가,앤티가바부다,,,,,,,,,
국가,그레나다,,,,,,,,,
국가,세인트루시아,,,,,,,,,
국가,세인트빈센트그레나딘,,,,,,,,,
국가,도미니카연방,,,,,,,,,
국가,세인트키츠네비스,,,,,,,,,
국가,페루,,,,,,,,,
국가,에콰도르,,,,,,,,,
국가,칠레,,,,,,,,,
국가,콜롬비아,,,,,,,,,
국가,아르헨티나,,,,,,,,,
국가,볼리비아,,,,,,,,,
국가,우루과이,,,,,,,,,
국가,파라과이,,,,,,,,,
국가,베네수엘라,,,,,,,,,
국가,가이아나,,,,,,,,,
국가,수리남,,,,,,,,,
국가,독일,,,,,,,,,
국가,스페인,,,,,,,,,
국가,오스트리아,,,,,,,,,
국가,크로아티아,,,,,,,,,
국가,핀란드,,,,,,,,,
국가,스웨덴,,,,,,,,,
국가,스위스,,,,,,,,,
국가,벨기에,,,,,,,,,
국가,덴마크,,,,,,,,,
국가,에스토니아,,,,,,,,,
국가,조지아,,,,,,,,,
국가,그리스,,,,,,,,,
국가,북마케도니아,,,,,,,,,
국가,노르웨이,,,,,,,,,
국가,루마니아,,,,,,,,,
국가,네덜란드,,,,,,,,,
국가,벨라루스,,,,,,,,,
국가,리투아니아,,,,,,,,,
국가,산마리노,,,,,,,,,
국가,아제르바이잔,,,,,,,,,
국가,아이슬란드,,,,,,,,,
국가,모나코,,,,,,,,,
국가,룩셈부르크,,,,,,,,,
국가,아르메니아,,,,,,,,,
국가,아일랜드,,,,,,,,,
국가,체코,,,,,,,,,
국가,포르투갈,,,,,,,,,
국가,라트비아,,,,,,,,,
국가,안도라,,,,,,,,,
국가,폴란드,,,,,,,,,
국가,우크라이나,,,,,,,,,
국가,헝가리,,,,,,,,,
국가,보스니아 헤르체고비나,보스니아,헤르체고비나,,,,,,,
국가,슬로베니아,,,,,,,,,
국가,리히텐슈타인,,,,,,,,,
국가,세르비아,,,,,,,,,
국가,슬로바키아,,,,,,,,,
국가,불가리아,,,,,,,,,
국가,몰타,,,,,,,,,
국가,몰도바,,,,,,,,,
국가,알바니아,,,,,,,,,
국가,사이프러스,,,,,,,,,
국가,터키,,,,,,,,,
국가,몬테네그로,,,,,,,,,
국가,코소보,,,,,,,,,
국가,호주,,,,,,,,,
국가,뉴질랜드,,,,,,,,,
국가,피지,,,,,,,,,
국가,파푸아뉴기니,,,,,,,,,
국가,마셜제도,,,,,,,,,
국가,솔로몬제도,,,,,,,,,
국가,바누아투,,,,,,,,,
국가,사모아,,,,,,,,,
국가,나이지리아,,,,,,,,,
국가,세네갈,,,,,,,,,
국가,카메룬,,,,,,,,,
국가,남아프리카공화국,,,,,,,,,
국가,토고,,,,,,,,,
국가,부르키나파소,,,,,,,,,
국가,DR콩고,,,,,,,,,
국가,코트디부아르,,,,,,,,,
국가,수단,,,,,,,,,
국가,에티오피아,,,,,,,,,
국가,가봉,,,,,,,,,
국가,가나,,,,,,,,,
국가,기니,,,,,,,,,
국가,케냐,,,,,,,,,
국가,나미비아,,,,,,,,,
국가,중앙아프리카공화국,,,,,,,,,
국가,콩고,,,,,,,,,
국가,적도기니,,,,,,,,,
국가,에스와티니,,,,,,,,,
국가,모리타니아,,,,,,,,,
국가,르완다,,,,,,,,,
국가,세이쉘,,,,,,,,,
국가,베ㅐㅇ,,,,,,,,,
국가,라이베리아,,,,,,,,,
국가,탄자니아,,,,,,,,,
국가,지부티,,,,,,,,,
국가,감비아,,,,,,,,,
국가,잠비아,,,,,,,,,
국가,모리셔스,,,,,,,,,
국가,차드,,,,,,,,,
국가,니제르,,,,,,,,,
국가,카보베르데,,,,,,,,,
국가,짐바브웨,,,,,,,,,
국가,소말리아,,,,,,,,,
국가,마다가스카르,,,,,,,,,
국가,앙골라,,,,,,,,,
국가,에리트레아,,,,,,,,,
국가,우간다,,,,,,,,,
국가,모잠비크,,,,,,,,,
국가,기니비사우,,,,,,,,,
국가,말리,,,,,,,,,
국가,보츠와나,,,,,,,,,
국가,브룬디,,,,,,,,,
국가,시에라리온,,,,,,,,,
국가,말라위,,,,,,,,,
국가,남수단,,,,,,,,,
국가,상투메프린시페,,,,,,,,,
국가,코모로,,,,,,,,,
국가,레소토,,,,,,,,,
